cuie	codigo	usuario	fecha_carga
N95792	NNE 29		
N05261	NNE 30		
N03158	NNE 30		
N03172	NNE 30		
N05202	NNE 30		
N05203	NNE 30		
N05277	NNE 30		
N05287	NNE 30		
N05303	NNE 30		
N05324	NNE 30		
N05326	NNE 30		
N05343	NNE 30		
N05413	NNE 30		
N05418	NNE 30		
N05448	NNE 30		
N20018	NNE 30		
N20050	NNE 30		
N95726	NNE 30		
N95753	NNE 30		
N95758	NNE 30		
N95772	NNE 30		
N99931	NNE 30		
N00419	NNE 31		
N05176	NNE 31		
N05179	NNE 31		
N05180	NNE 31		
N05202	NNE 31		
N05215	NNE 31		
N05235	NNE 31		
N05249	NNE 31		
N05264	NNE 31		
N05274	NNE 31		
N05289	NNE 31		
N05307	NNE 31		
N05314	NNE 31		
N05317	NNE 31		
N05329	NNE 31		
N05335	NNE 31		
N05348	NNE 31		
N05354	NNE 31		
N05363	NNE 31		
N05364	NNE 31		
N05384	NNE 31		
N05415	NNE 31		
N05451	NNE 31		
N05469	NNE 31		
N20005	NNE 31		
N20018	NNE 31		
N20021	NNE 31		
N20022	NNE 31		
N20049	NNE 31		
N20053	NNE 31		
N30012	NNE 31		
N30014	NNE 31		
N30016	NNE 31		
N95720	NNE 31		
N95724	NNE 31		
N95773	NNE 31		
N95791	NNE 31		
N99930	NNE 31		
N03157	NPE 32		
N05176	NPE 32		
N05179	NPE 32		
N05435	NPE 32		
N00484	NPE 32		
N01138	NPE 32		
N03164	NPE 32		
N05190	NPE 32		
N05192	NPE 32		
N05216	NPE 32		
N05236	NPE 32		
N05242	NPE 32		
N05263	NPE 32		
N05275	NPE 32		
N05283	NPE 32		
N05289	NPE 32		
N05303	NPE 32		
N05315	NPE 32		
N05317	NPE 32		
N05322	NPE 32		
N05336	NPE 32		
N05339	NPE 32		
N05340	NPE 32		
N05349	NPE 32		
N05364	NPE 32		
N05423	NPE 32		
N05432	NPE 32		
N05467	NPE 32		
N10451	NPE 32		
N10769	NPE 32		
N20005	NPE 32		
N20019	NPE 32		
N20024	NPE 32		
N20030	NPE 32		
N20037	NPE 32		
N20044	NPE 32		
N20045	NPE 32		
N95760	NPE 32		
N95792	NPE 32		
N99990	NPE 32		
N05441	MPU 23		
N10469	MPU 23		
N10478	MPU 23		
N20004	MPU 23		
N20015	MPU 23		
N20032	MPU 23		
N20054	MPU 23		
N30012	MPU 23		
N30013	MPU 23		
N30017	MPU 23		
N30024	MPU 23		
N95756	MPU 23		
N03155	NNE 11		
N00420	NNE 11		
N01148	NNE 11		
N05184	NNE 11		
N05187	NNE 11		
N05217	NNE 11		
N05289	NNE 11		
N05292	NNE 11		
N05298	NNE 11		
N05320	NNE 11		
N05355	NNE 11		
N05359	NNE 11		
N05370	NNE 11		
N05396	NNE 11		
N05402	NNE 11		
N05454	NNE 11		
N10452	NNE 11		
N10471	NNE 11		
N10482	NNE 11		
N10499	NNE 11		
N10789	NNE 11		
N20008	NNE 11		
N20015	NNE 11		
N20028	NNE 11		
N20030	NNE 11		
N20042	NNE 11		
N95720	NNE 11		
N95759	NNE 11		
N95764	NNE 11		
N95778	NNE 11		
N01145	NNE 24		
N05162	NNE 24		
N05172	NNE 24		
N05178	NNE 24		
N05408	NNE 24		
N03174	NNE 25		
N00298	NNE 25		
N03159	NNE 25		
N05200	NNE 25		
N05218	NNE 25		
N05247	NNE 25		
N05278	NNE 25		
N05315	NNE 25		
N05323	NNE 25		
N05339	NNE 25		
N05343	NNE 25		
N05348	NNE 25		
N05365	NNE 25		
N05376	NNE 25		
N05384	NNE 25		
N05411	NNE 25		
N05418	NNE 25		
N05424	NNE 25		
N05429	NNE 25		
N10478	NNE 25		
N20003	NNE 25		
N20032	NNE 25		
N20037	NNE 25		
N20041	NNE 25		
N95726	NNE 25		
N95756	NNE 25		
N95759	NNE 25		
N95774	NNE 25		
N00538	NNE 26		
N03155	NNE 26		
N05174	NNE 26		
N05180	NNE 26		
N05181	NNE 26		
N05182	NNE 26		
N05183	NNE 26		
N00205	NNE 26		
N03587	NNE 26		
N05208	NNE 26		
N05217	NNE 26		
N05223	NNE 26		
N05232	NNE 26		
N05242	NNE 26		
N05306	NNE 26		
N05328	NNE 26		
N05343	NNE 26		
N05391	NNE 26		
N05415	NNE 26		
N05419	NNE 26		
N05442	NNE 26		
N05445	NNE 26		
N05463	NNE 26		
N05470	NNE 26		
N10457	NNE 26		
N10478	NNE 26		
N11181	NNE 26		
N20011	NNE 26		
N20012	NNE 26		
N20016	NNE 26		
N20037	NNE 26		
N20049	NNE 26		
N30018	NNE 26		
N99976	NNE 26		
N99979	NNE 26		
N99990	NNE 26		
N99997	NNE 26		
N00419	NNE 27		
N05179	NNE 27		
N05182	NNE 27		
N05434	NNE 27		
N03164	NNE 27		
N03587	NNE 27		
N05190	NNE 27		
N05202	NNE 27		
N05248	NNE 27		
N05258	NNE 27		
N05263	NNE 27		
N05287	NNE 27		
N05292	NNE 27		
N05297	NNE 27		
N05319	NNE 27		
N05322	NNE 27		
N05329	NNE 27		
N05330	NNE 27		
N05331	NNE 27		
N05342	NNE 27		
N05388	NNE 27		
N05395	NNE 27		
N05404	NNE 27		
N05405	NNE 27		
N05411	NNE 27		
N05418	NNE 27		
N05428	NNE 27		
N05433	NNE 27		
N05467	NNE 27		
N10470	NNE 27		
N10482	NNE 27		
N10853	NNE 27		
N20007	NNE 27		
N20011	NNE 27		
N20032	NNE 27		
N20046	NNE 27		
N95721	NNE 27		
N95757	NNE 27		
N95767	NNE 27		
N95778	NNE 27		
N95784	NNE 27		
N00538	NNE 28		
N05260	NNE 28		
N05408	NNE 28		
N00205	NNE 28		
N00296	NNE 28		
N00327	NNE 28		
N05197	NNE 28		
N05222	NNE 28		
N05235	NNE 28		
N05266	NNE 28		
N05288	NNE 28		
N05313	NNE 28		
N05326	NNE 28		
N05366	NNE 28		
N05405	NNE 28		
N05415	NNE 28		
N05442	NNE 28		
N05448	NNE 28		
N05449	NNE 28		
N05457	NNE 28		
N05458	NNE 28		
N10468	NNE 28		
N10470	NNE 28		
N10853	NNE 28		
N20000	NNE 28		
N20044	NNE 28		
N30010	NNE 28		
N95784	NNE 28		
N05161	NNE 29		
N05176	NNE 29		
N05434	NNE 29		
S00001	NNE 29		
N05186	NNE 29		
N05188	NNE 29		
N05201	NNE 29		
N05230	NNE 29		
N05248	NNE 29		
N05269	NNE 29		
N05282	NNE 29		
N05283	NNE 29		
N05286	NNE 29		
N05287	NNE 29		
N05320	NNE 29		
N05352	NNE 29		
N05357	NNE 29		
N05382	NNE 29		
N05437	NNE 29		
N05442	NNE 29		
N05444	NNE 29		
N10493	NNE 29		
N20016	NNE 29		
N20032	NNE 29		
N30016	NNE 29		
N30018	NNE 29		
N95761	NNE 29		
N95788	NNE 29		
N95791	NNE 29		
N99930	NNE 29		
N05179	NNE 30		
N00482	NNE 30		
N03159	NNE 30		
N03164	NNE 30		
N05193	NNE 30		
N05289	NNE 30		
N05296	NNE 30		
N05300	NNE 30		
N05318	NNE 30		
N05363	NNE 30		
N05375	NNE 30		
N05378	NNE 30		
N05387	NNE 30		
N05404	NNE 30		
N05410	NNE 30		
N05417	NNE 30		
N05423	NNE 30		
N05431	NNE 30		
N05460	NNE 30		
N05462	NNE 30		
N10451	NNE 30		
N10458	NNE 30		
N20016	NNE 30		
N20044	NNE 30		
N30016	NNE 30		
N30023	NNE 30		
N95756	NNE 30		
N95770	NNE 30		
N95782	NNE 30		
N05170	NNE 31		
N05434	NNE 31		
S00001	NNE 31		
N00296	NNE 31		
N00746	NNE 31		
N05191	NNE 31		
N05206	NNE 31		
N05208	NNE 31		
N05244	NNE 31		
N05248	NNE 31		
N05267	NNE 31		
N05268	NNE 31		
N05288	NNE 31		
N05303	NNE 31		
N05308	NNE 31		
N05325	NNE 31		
N05355	NNE 31		
N05379	NNE 31		
N05423	NNE 31		
N05429	NNE 31		
N05432	NNE 31		
N05448	NNE 31		
N05450	NNE 31		
N05455	NNE 31		
N10483	NNE 31		
N20034	NNE 31		
N20041	NNE 31		
N30011	NNE 31		
N30023	NNE 31		
N03166	NPE 32		
N05182	NPE 32		
N05260	NPE 32		
N05368	NPE 32		
N00204	NPE 32		
N00496	NPE 32		
N00746	NPE 32		
N03172	NPE 32		
N05198	NPE 32		
N05199	NPE 32		
N05201	NPE 32		
N05224	NPE 32		
N05234	NPE 32		
N05268	NPE 32		
N05298	NPE 32		
N05331	NPE 32		
N05345	NPE 32		
N05358	NPE 32		
N05375	NPE 32		
N05402	NPE 32		
N05411	NPE 32		
N05413	NPE 32		
N05431	NPE 32		
N05442	NPE 32		
N05460	NPE 32		
N10452	NPE 32		
N10467	NPE 32		
N10485	NPE 32		
N20006	NPE 32		
N20012	NPE 32		
N20028	NPE 32		
N20031	NPE 32		
N20032	NPE 32		
N20034	NPE 32		
N30022	NPE 32		
N95757	NPE 32		
N95759	NPE 32		
N95764	NPE 32		
N95770	NPE 32		
N05452	MPU 23		
N05464	MPU 23		
N20011	MPU 23		
N20030	MPU 23		
N20039	MPU 23		
N30016	MPU 23		
N30025	MPU 23		
N95755	MPU 23		
N95758	MPU 23		
N95760	MPU 23		
N95769	MPU 23		
N95781	MPU 23		
N99930	MPU 23		
NI8880	MPU 23		
N03586	NNE 11		
N05175	NNE 11		
N00496	NNE 11		
N03588	NNE 11		
N05167	NNE 11		
N05186	NNE 11		
N05206	NNE 11		
N05228	NNE 11		
N05249	NNE 11		
N05254	NNE 11		
N05276	NNE 11		
N05284	NNE 11		
N05306	NNE 11		
N05343	NNE 11		
N05348	NNE 11		
N05360	NNE 11		
N05365	NNE 11		
N05377	NNE 11		
N05420	NNE 11		
N05422	NNE 11		
N05443	NNE 11		
N05464	NNE 11		
N10466	NNE 11		
N20007	NNE 11		
N20009	NNE 11		
N20011	NNE 11		
N20014	NNE 11		
N20016	NNE 11		
N20027	NNE 11		
N20041	NNE 11		
N30024	NNE 11		
N99930	NNE 11		
N99997	NNE 11		
N05183	NNE 25		
N03158	NNE 25		
N05192	NNE 25		
N05229	NNE 25		
N05322	NNE 25		
N05324	NNE 25		
N05325	NNE 25		
N05350	NNE 25		
N05414	NNE 25		
N05437	NNE 25		
N05439	NNE 25		
N05452	NNE 25		
N10469	NNE 25		
N10492	NNE 25		
N20006	NNE 25		
N20008	NNE 25		
N20009	NNE 25		
N20010	NNE 25		
N20016	NNE 25		
N20017	NNE 25		
N20021	NNE 25		
N99932	NNE 25		
N99976	NNE 25		
N03586	NNE 26		
N05260	NNE 26		
ALD005	NNE 26		
N00297	NNE 26		
N00328	NNE 26		
N00484	NNE 26		
N03585	NNE 26		
N05191	NNE 26		
N05198	NNE 26		
N05207	NNE 26		
N05211	NNE 26		
N05224	NNE 26		
N05252	NNE 26		
N05272	NNE 26		
N05274	NNE 26		
N05298	NNE 26		
N05302	NNE 26		
N05319	NNE 26		
N05334	NNE 26		
N05337	NNE 26		
N05342	NNE 26		
N05413	NNE 26		
N05420	NNE 26		
N05430	NNE 26		
N05459	NNE 26		
N10482	NNE 26		
N10492	NNE 26		
N20024	NNE 26		
N20026	NNE 26		
N20028	NNE 26		
N20030	NNE 26		
N20031	NNE 26		
N20042	NNE 26		
N95721	NNE 26		
N95758	NNE 26		
N95760	NNE 26		
N95764	NNE 26		
N95770	NNE 26		
N05408	NNE 27		
N00298	NNE 27		
N00327	NNE 27		
N03585	NNE 27		
N05167	NNE 27		
N05200	NNE 27		
N05213	NNE 27		
N05240	NNE 27		
N05278	NNE 27		
N05285	NNE 27		
N05293	NNE 27		
N05308	NNE 27		
N05310	NNE 27		
N05352	NNE 27		
N05374	NNE 27		
N05377	NNE 27		
N05415	NNE 27		
N05424	NNE 27		
N05455	NNE 27		
N20022	NNE 27		
N20024	NNE 27		
N20041	NNE 27		
N20054	NNE 27		
N95718	NNE 27		
N95724	NNE 27		
N95752	NNE 27		
N95755	NNE 27		
N95760	NNE 27		
N01145	NNE 28		
N05162	NNE 28		
N03585	NNE 28		
N05193	NNE 28		
N05217	NNE 28		
N05220	NNE 28		
N05223	NNE 28		
N05271	NNE 28		
N05277	NNE 28		
N05279	NNE 28		
N05292	NNE 28		
N05297	NNE 28		
N05330	NNE 28		
N05335	NNE 28		
N05374	NNE 28		
N05378	NNE 28		
N05400	NNE 28		
N05406	NNE 28		
N05410	NNE 28		
N05420	NNE 28		
N05426	NNE 28		
N05460	NNE 28		
N05468	NNE 28		
N10491	NNE 28		
N11181	NNE 28		
N20005	NNE 28		
N20019	NNE 28		
N20030	NNE 28		
N30024	NNE 28		
N95722	NNE 28		
N95757	NNE 28		
N95778	NNE 28		
N00419	NNE 29		
N05262	NNE 29		
N00204	NNE 29		
N00205	NNE 29		
N00328	NNE 29		
N03164	NNE 29		
N03587	NNE 29		
N05239	NNE 29		
N05247	NNE 29		
N05258	NNE 29		
N05259	NNE 29		
N05266	NNE 29		
N05268	NNE 29		
N05271	NNE 29		
N05292	NNE 29		
N05293	NNE 29		
N05310	NNE 29		
N05324	NNE 29		
N05329	NNE 29		
N05336	NNE 29		
N05340	NNE 29		
N05346	NNE 29		
N05360	NNE 29		
N05363	NNE 29		
N05404	NNE 29		
N05425	NNE 29		
N05448	NNE 29		
N05459	NNE 29		
N10468	NNE 29		
N20045	NNE 29		
N95721	NNE 29		
N95726	NNE 29		
N03170	NNE 30		
N03171	NNE 30		
N05434	NNE 30		
N00496	NNE 30		
N03173	NNE 30		
N03585	NNE 30		
N05213	NNE 30		
N05225	NNE 30		
N05232	NNE 30		
N05247	NNE 30		
N05304	NNE 30		
N05328	NNE 30		
N05373	NNE 30		
N05393	NNE 30		
N05405	NNE 30		
N05426	NNE 30		
N05442	NNE 30		
N05468	NNE 30		
N10469	NNE 30		
N20026	NNE 30		
N20038	NNE 30		
N20041	NNE 30		
N20055	NNE 30		
N30012	NNE 30		
N30013	NNE 30		
N95755	NNE 30		
N95759	NNE 30		
N95788	NNE 30		
N01145	NNE 31		
N03156	NNE 31		
N03586	NNE 31		
N05162	NNE 31		
N05260	NNE 31		
N00297	NNE 31		
N00299	NNE 31		
N00482	NNE 31		
N03587	NNE 31		
N05169	NNE 31		
N05194	NNE 31		
N05199	NNE 31		
N05200	NNE 31		
N05232	NNE 31		
N05247	NNE 31		
N05295	NNE 31		
N05342	NNE 31		
N05344	NNE 31		
N05375	NNE 31		
N05400	NNE 31		
N05413	NNE 31		
N05420	NNE 31		
N05425	NNE 31		
N05460	NNE 31		
N10499	NNE 31		
N20031	NNE 31		
N95726	NNE 31		
N95755	NNE 31		
N05161	NPE 32		
ALD001	NPE 32		
N00327	NPE 32		
N01139	NPE 32		
N05221	NPE 32		
N05259	NPE 32		
N05291	NPE 32		
N05316	NPE 32		
N05325	NPE 32		
N05354	NPE 32		
N05374	NPE 32		
N05376	NPE 32		
N05377	NPE 32		
N05389	NPE 32		
N05391	NPE 32		
N05414	NPE 32		
N05418	NPE 32		
N05422	NPE 32		
N05443	NPE 32		
N05458	NPE 32		
N20017	NPE 32		
N20026	NPE 32		
N20027	NPE 32		
N20039	NPE 32		
N20053	NPE 32		
N30015	NPE 32		
N30019	NPE 32		
N30024	NPE 32		
N95752	NPE 32		
N99997	NPE 32		
N10494	MPU 23		
N20016	MPU 23		
N20047	MPU 23		
N30010	MPU 23		
N95757	MPU 23		
N95764	MPU 23		
N95774	MPU 23		
N95791	MPU 23		
N05192	NNE 11		
N05198	NNE 11		
N05221	NNE 11		
N05241	NNE 11		
N05264	NNE 11		
N05272	NNE 11		
N05280	NNE 11		
N05294	NNE 11		
N05299	NNE 11		
N05319	NNE 11		
N05334	NNE 11		
N05389	NNE 11		
N05392	NNE 11		
N05397	NNE 11		
N05401	NNE 11		
N05428	NNE 11		
N05439	NNE 11		
N05456	NNE 11		
N05462	NNE 11		
N05468	NNE 11		
N05471	NNE 11		
N10470	NNE 11		
N95726	NNE 11		
N95752	NNE 11		
N99990	NNE 11		
N00419	NNE 24		
N05177	NNE 24		
N00419	NNE 25		
N03168	NNE 25		
N03169	NNE 25		
N05180	NNE 25		
N05181	NNE 25		
N00297	NNE 25		
N00328	NNE 25		
N00746	NNE 25		
N03161	NNE 25		
N03172	NNE 25		
N05212	NNE 25		
N05215	NNE 25		
N05223	NNE 25		
N05231	NNE 25		
N05249	NNE 25		
N05318	NNE 25		
N05334	NNE 25		
N05344	NNE 25		
N05357	NNE 25		
N05360	NNE 25		
N05372	NNE 25		
N05375	NNE 25		
N05383	NNE 25		
N05393	NNE 25		
N05396	NNE 25		
N05402	NNE 25		
N05412	NNE 25		
N05413	NNE 25		
N05419	NNE 25		
N05463	NNE 25		
N20030	NNE 25		
N20033	NNE 25		
N20050	NNE 25		
N30023	NNE 25		
N95764	NNE 25		
N95767	NNE 25		
N95769	NNE 25		
N03154	NNE 26		
N05162	NNE 26		
N05175	NNE 26		
N05177	NNE 26		
N05178	NNE 26		
N01139	NNE 26		
N05216	NNE 26		
N05231	NNE 26		
N05236	NNE 26		
N05243	NNE 26		
N05247	NNE 26		
N05251	NNE 26		
N05303	NNE 26		
N05321	NNE 26		
N05327	NNE 26		
N05330	NNE 26		
N05347	NNE 26		
N05348	NNE 26		
N05354	NNE 26		
N05366	NNE 26		
N05388	NNE 26		
N05392	NNE 26		
N05403	NNE 26		
N05411	NNE 26		
N05414	NNE 26		
N05425	NNE 26		
N05427	NNE 26		
N05428	NNE 26		
N05468	NNE 26		
N10469	NNE 26		
N10470	NNE 26		
N10485	NNE 26		
N20000	NNE 26		
N20004	NNE 26		
N30014	NNE 26		
N30016	NNE 26		
N95761	NNE 26		
N05166	NNE 27		
N05176	NNE 27		
N05262	NNE 27		
N00329	NNE 27		
N03584	NNE 27		
N05201	NNE 27		
N05211	NNE 27		
N05235	NNE 27		
N05275	NNE 27		
N05294	NNE 27		
N05295	NNE 27		
N05303	NNE 27		
N05318	NNE 27		
N05320	NNE 27		
N05325	NNE 27		
N05351	NNE 27		
N05372	NNE 27		
N05378	NNE 27		
N05381	NNE 27		
N05389	NNE 27		
N05407	NNE 27		
N05420	NNE 27		
N05426	NNE 27		
N10452	NNE 27		
N20002	NNE 27		
N20050	NNE 27		
N95759	NNE 27		
N95772	NNE 27		
N99990	NNE 27		
N03154	NNE 28		
N05178	NNE 28		
N01148	NNE 28		
N05173	NNE 28		
N05187	NNE 28		
N05210	NNE 28		
N05244	NNE 28		
N05247	NNE 28		
N05265	NNE 28		
N05295	NNE 28		
N05325	NNE 28		
N05356	NNE 28		
N05398	NNE 28		
N05422	NNE 28		
N05429	NNE 28		
N05454	NNE 28		
N05455	NNE 28		
N05463	NNE 28		
N05467	NNE 28		
N20035	NNE 28		
N20055	NNE 28		
N30012	NNE 28		
N30016	NNE 28		
N95721	NNE 28		
N95724	NNE 28		
N95764	NNE 28		
N95769	NNE 28		
N95782	NNE 28		
N03170	NNE 29		
N05177	NNE 29		
N05182	NNE 29		
ALD005	NNE 29		
N05189	NNE 29		
N05226	NNE 29		
N05237	NNE 29		
N05238	NNE 29		
N05242	NNE 29		
N05246	NNE 29		
N05285	NNE 29		
N05295	NNE 29		
N05302	NNE 29		
N05335	NNE 29		
N05378	NNE 29		
N05406	NNE 29		
N05413	NNE 29		
N05430	NNE 29		
N05453	NNE 29		
N20024	NNE 29		
N20054	NNE 29		
N30024	NNE 29		
N95722	NNE 29		
N95764	NNE 29		
N95772	NNE 29		
N99979	NNE 29		
N05168	NNE 30		
N00205	NNE 30		
N00664	NNE 30		
N05169	NNE 30		
N05185	NNE 30		
N05221	NNE 30		
N05279	NNE 30		
N05293	NNE 30		
N05307	NNE 30		
N05314	NNE 30		
N05315	NNE 30		
N05321	NNE 30		
N05335	NNE 30		
N05351	NNE 30		
N05395	NNE 30		
N05450	NNE 30		
N05451	NNE 30		
N05469	NNE 30		
N10485	NNE 30		
N11181	NNE 30		
N20000	NNE 30		
N20028	NNE 30		
N20034	NNE 30		
N20039	NNE 30		
N20042	NNE 30		
N20047	NNE 30		
N30011	NNE 30		
N99990	NNE 30		
N99997	NNE 30		
N03155	NNE 31		
N03162	NNE 31		
N05367	NNE 31		
N00205	NNE 31		
N03584	NNE 31		
N05195	NNE 31		
N05204	NNE 31		
N05240	NNE 31		
N05242	NNE 31		
N05251	NNE 31		
N05254	NNE 31		
N05276	NNE 31		
N05277	NNE 31		
N05313	NNE 31		
N05371	NNE 31		
N05404	NNE 31		
N05410	NNE 31		
N05439	NNE 31		
N10470	NNE 31		
N20035	NNE 31		
N30024	NNE 31		
N99976	NNE 31		
N99997	NNE 31		
N03168	NPE 32		
N05166	NPE 32		
N05178	NPE 32		
N05367	NPE 32		
N00328	NPE 32		
N03584	NPE 32		
N05167	NPE 32		
N05211	NPE 32		
N05226	NPE 32		
N05280	NPE 32		
N05305	NPE 32		
N05306	NPE 32		
N05344	NPE 32		
N05346	NPE 32		
N05352	NPE 32		
N05361	NPE 32		
N05397	NPE 32		
N05406	NPE 32		
N05407	NPE 32		
N05452	NPE 32		
N05469	NPE 32		
N10471	NPE 32		
N10482	NPE 32		
N10789	NPE 32		
N20007	NPE 32		
N30025	NPE 32		
N95758	NPE 32		
N95778	NPE 32		
N95781	NPE 32		
N99976	NPE 32		
N05438	MPU 23		
N05455	MPU 23		
N10467	MPU 23		
N20010	MPU 23		
N20017	MPU 23		
N20043	MPU 23		
N20052	MPU 23		
N30009	MPU 23		
N30015	MPU 23		
N95753	MPU 23		
N95768	MPU 23		
N03167	NNE 11		
N03171	NNE 11		
N05161	NNE 11		
N05436	NNE 11		
N00299	NNE 11		
N00329	NNE 11		
N05171	NNE 11		
N05191	NNE 11		
N05200	NNE 11		
N05214	NNE 11		
N05230	NNE 11		
N05256	NNE 11		
N05259	NNE 11		
N05273	NNE 11		
N05331	NNE 11		
N05336	NNE 11		
N05371	NNE 11		
N05446	NNE 11		
N05453	NNE 11		
N05455	NNE 11		
N05466	NNE 11		
N05469	NNE 11		
N10451	NNE 11		
N10468	NNE 11		
N10483	NNE 11		
N20018	NNE 11		
N20031	NNE 11		
N20038	NNE 11		
N20043	NNE 11		
N20045	NNE 11		
N30014	NNE 11		
N30019	NNE 11		
N95760	NNE 11		
N03157	NNE 24		
N03163	NNE 24		
N05176	NNE 24		
N01145	NNE 25		
N05172	NNE 25		
N05260	NNE 25		
ALD001	NNE 25		
N05252	NNE 25		
N05266	NNE 25		
N05284	NNE 25		
N05294	NNE 25		
N05303	NNE 25		
N05310	NNE 25		
N05317	NNE 25		
N05341	NNE 25		
N05364	NNE 25		
N05370	NNE 25		
N05389	NNE 25		
N05398	NNE 25		
N05409	NNE 25		
N05423	NNE 25		
N05432	NNE 25		
N05451	NNE 25		
N05455	NNE 25		
N10488	NNE 25		
N95725	NNE 25		
N95768	NNE 25		
N95772	NNE 25		
N03170	NNE 26		
N05166	NNE 26		
N03173	NNE 26		
N03566	NNE 26		
N05169	NNE 26		
N05188	NNE 26		
N05192	NNE 26		
N05225	NNE 26		
N05246	NNE 26		
N05265	NNE 26		
N05292	NNE 26		
N05315	NNE 26		
N05329	NNE 26		
N05332	NNE 26		
N05335	NNE 26		
N05344	NNE 26		
N05364	NNE 26		
N05400	NNE 26		
N05422	NNE 26		
N05438	NNE 26		
N05440	NNE 26		
N05464	NNE 26		
N10451	NNE 26		
N10452	NNE 26		
N10471	NNE 26		
N10499	NNE 26		
N20002	NNE 26		
N20009	NNE 26		
N20018	NNE 26		
N20041	NNE 26		
N20044	NNE 26		
N95778	NNE 26		
N95782	NNE 26		
N03169	NNE 27		
N05178	NNE 27		
N00420	NNE 27		
N01139	NNE 27		
N03158	NNE 27		
N05195	NNE 27		
N05209	NNE 27		
N05216	NNE 27		
N05217	NNE 27		
N05225	NNE 27		
N05267	NNE 27		
N05268	NNE 27		
N05328	NNE 27		
N05400	NNE 27		
N05453	NNE 27		
N05454	NNE 27		
N05456	NNE 27		
N05458	NNE 27		
N05468	NNE 27		
N10457	NNE 27		
N20001	NNE 27		
N20026	NNE 27		
N20028	NNE 27		
N20031	NNE 27		
N20044	NNE 27		
N30012	NNE 27		
N30013	NNE 27		
N30025	NNE 27		
N95773	NNE 27		
N95781	NNE 27		
N99931	NNE 27		
N99932	NNE 27		
N05172	NNE 28		
N01139	NNE 28		
N03161	NNE 28		
N03172	NNE 28		
N03588	NNE 28		
N05184	NNE 28		
N05205	NNE 28		
N05219	NNE 28		
N05224	NNE 28		
N05230	NNE 28		
N05241	NNE 28		
N05258	NNE 28		
N05379	NNE 28		
N05419	NNE 28		
N05424	NNE 28		
N10769	NNE 28		
N20032	NNE 28		
N20034	NNE 28		
N20037	NNE 28		
N30013	NNE 28		
N95758	NNE 28		
N95781	NNE 28		
N99932	NNE 28		
N00483	NNE 29		
N03172	NNE 29		
N03590	NNE 29		
N05191	NNE 29		
N05215	NNE 29		
N05227	NNE 29		
N05231	NNE 29		
N05251	NNE 29		
N05371	NNE 29		
N05374	NNE 29		
N05409	NNE 29		
N05446	NNE 29		
N05451	NNE 29		
N05471	NNE 29		
N10488	NNE 29		
N10491	NNE 29		
N20030	NNE 29		
N20053	NNE 29		
N30012	NNE 29		
N30023	NNE 29		
N95757	NNE 29		
N03167	NNE 30		
N03168	NNE 30		
N00329	NNE 30		
N00420	NNE 30		
N05201	NNE 30		
N05214	NNE 30		
N05216	NNE 30		
N05234	NNE 30		
N05246	NNE 30		
N05250	NNE 30		
N05276	NNE 30		
N05278	NNE 30		
N05316	NNE 30		
N05323	NNE 30		
N05332	NNE 30		
N05340	NNE 30		
N05359	NNE 30		
N05382	NNE 30		
N05407	NNE 30		
N05422	NNE 30		
N05424	NNE 30		
N05437	NNE 30		
N05447	NNE 30		
N05467	NNE 30		
N10789	NNE 30		
N20004	NNE 30		
N20005	NNE 30		
N20006	NNE 30		
N95719	NNE 30		
N95767	NNE 30		
NI8880	NNE 30		
N05182	NNE 31		
N00298	NNE 31		
N00329	NNE 31		
N00484	NNE 31		
N01148	NNE 31		
N05197	NNE 31		
N05198	NNE 31		
N05272	NNE 31		
N05318	NNE 31		
N05336	NNE 31		
N05360	NNE 31		
N05381	NNE 31		
N05391	NNE 31		
N05407	NNE 31		
N05409	NNE 31		
N05428	NNE 31		
N05453	NNE 31		
N05456	NNE 31		
N05463	NNE 31		
N10458	NNE 31		
N10490	NNE 31		
N20017	NNE 31		
N20032	NNE 31		
N20047	NNE 31		
N20050	NNE 31		
N95719	NNE 31		
N95752	NNE 31		
N99932	NNE 31		
N03154	NPE 32		
N03171	NPE 32		
N00297	NPE 32		
N00664	NPE 32		
N05187	NPE 32		
N05188	NPE 32		
N05217	NPE 32		
N05258	NPE 32		
N05264	NPE 32		
N05272	NPE 32		
N05281	NPE 32		
N05320	NPE 32		
N05348	NPE 32		
N05415	NPE 32		
N05417	NPE 32		
N05457	NPE 32		
N05466	NPE 32		
N10492	NPE 32		
N11182	NPE 32		
N20003	NPE 32		
N20015	NPE 32		
N20022	NPE 32		
N20035	NPE 32		
N20036	NPE 32		
N30009	NPE 32		
N30018	NPE 32		
N99979	NPE 32		
N05458	MPU 23		
N05463	MPU 23		
N10451	MPU 23		
N30023	MPU 23		
N95722	MPU 23		
N95724	MPU 23		
N95761	MPU 23		
N99932	MPU 23		
N05174	NNE 11		
N05177	NNE 11		
N05408	NNE 11		
ALD005	NNE 11		
N00297	NNE 11		
N00482	NNE 11		
N03587	NNE 11		
N05201	NNE 11		
N05213	NNE 11		
N05247	NNE 11		
N05251	NNE 11		
N05266	NNE 11		
N05274	NNE 11		
N05303	NNE 11		
N05307	NNE 11		
N05342	NNE 11		
N05363	NNE 11		
N05395	NNE 11		
N05405	NNE 11		
N05413	NNE 11		
N05442	NNE 11		
N05467	NNE 11		
N10457	NNE 11		
N10467	NNE 11		
N10485	NNE 11		
N20006	NNE 11		
N20012	NNE 11		
